seed,thresh,param,trial,latent,predicted,stdev
2,0.0,theta,1,0.348582,0.5032,0.476948
2,0.0,theta,2,0.478137,0.274028,0.500529
2,0.0,theta,3,-0.420508,-0.335937,0.461251
2,0.0,theta,4,-0.06699,-0.761974,0.483995
2,0.0,theta,5,0.317092,-0.44885,0.487622
2,0.0,theta,6,-0.141127,-0.654127,0.435608
2,0.0,theta,7,2.584207,1.874195,0.593615
2,0.0,theta,8,0.17896,0.297214,0.481445
2,0.0,theta,9,0.676164,0.296389,0.490558
2,0.0,theta,10,0.010068,-0.112384,0.492406
2,0.0,theta,11,0.295833,0.463016,0.530205
2,0.0,theta,12,0.751365,0.88257,0.534358
2,0.0,theta,13,0.687052,0.183161,0.472422
2,0.0,theta,14,-0.024732,0.077959,0.441683
2,0.0,theta,15,-0.746948,-0.073474,0.494641
2,0.0,theta,16,-0.697239,-0.475678,0.480726
2,0.0,theta,17,0.514791,-0.16382,0.450195
2,0.0,theta,18,0.527078,0.504664,0.50604
2,0.0,theta,19,0.655435,-0.214762,0.520164
2,0.0,theta,20,-0.02142,-0.105579,0.514383
2,0.0,theta,21,-1.316303,-0.55461,0.468782
2,0.0,theta,22,-0.320974,-0.665145,0.452083
2,0.0,theta,23,0.151657,0.176332,0.492763
2,0.0,theta,24,0.376863,1.02399,0.522021
2,0.0,theta,25,0.687037,0.525858,0.49626
2,0.0,theta,26,0.093108,-0.544955,0.447697
2,0.0,theta,27,-0.771029,-0.611134,0.459568
2,0.0,theta,28,0.222347,-0.693985,0.471626
2,0.0,theta,29,0.868706,0.322253,0.504496
2,0.0,theta,30,-0.287479,-0.373703,0.51443
2,0.0,theta,31,-0.408529,-0.523102,0.435267
2,0.0,theta,32,0.301566,-0.819232,0.432112
2,0.0,theta,33,1.2958,0.757928,0.513079
2,0.0,theta,34,0.220325,0.080406,0.508261
2,0.0,theta,35,0.389116,0.696405,0.518822
2,0.0,theta,36,1.308819,1.075675,0.525313
2,0.0,theta,37,-0.216276,-0.668412,0.505916
2,0.0,theta,38,0.659886,0.162771,0.489712
2,0.0,theta,39,-1.616063,-1.114735,0.438696
2,0.0,theta,40,1.033931,0.756669,0.488653
2,0.0,theta,41,0.821589,1.029555,0.559224
2,0.0,theta,42,-1.659889,-1.35912,0.508972
2,0.0,theta,43,-0.26719,-0.435748,0.435528
2,0.0,theta,44,-0.092738,-0.297472,0.476114
2,0.0,theta,45,0.093176,0.375738,0.485782
2,0.0,theta,46,0.057153,-0.329812,0.480162
2,0.0,theta,47,0.503595,0.030769,0.476235
2,0.0,theta,48,-0.478084,0.699471,0.554694
2,0.0,theta,49,0.441723,0.138062,0.50555
2,0.0,theta,50,0.960857,0.135592,0.507237
2,0.0,theta,51,0.036704,-0.153589,0.450922
2,0.0,theta,52,-0.477468,-0.033322,0.496559
2,0.0,theta,53,0.721708,0.793764,0.524802
2,0.0,theta,54,-0.339864,-0.438423,0.459922
2,0.0,theta,55,-0.227986,0.347798,0.476751
2,0.0,theta,56,-1.172593,-0.506134,0.46046
2,0.0,theta,57,0.737176,1.17322,0.546968
2,0.0,theta,58,-0.477839,-0.907674,0.449272
2,0.0,theta,59,0.06911,0.430904,0.51971
2,0.0,theta,60,0.347474,0.585077,0.508128
2,0.0,theta,61,-0.534712,-0.334541,0.475137
2,0.0,theta,62,-0.018937,0.138093,0.470133
2,0.0,theta,63,-0.036025,0.113041,0.470171
2,0.0,theta,64,-0.364845,-0.015646,0.491892
2,0.0,theta,65,1.185838,1.692895,0.57053
2,0.0,theta,66,1.872244,2.094965,0.576376
2,0.0,theta,67,-2.287056,-1.85933,0.493738
2,0.0,theta,68,-2.256843,-0.685364,0.43908
2,0.0,theta,69,-1.291467,-0.549406,0.460371
2,0.0,theta,70,-1.145727,-0.549151,0.51242
2,0.0,theta,71,0.722326,0.250176,0.506648
2,0.0,theta,72,-0.400707,0.375455,0.499425
2,0.0,theta,73,0.437341,0.227788,0.480769
2,0.0,theta,74,1.354345,0.139867,0.501502
2,0.0,theta,75,2.713465,1.16798,0.557243
2,0.0,theta,76,1.066309,1.247805,0.569998
2,0.0,theta,77,1.834368,1.47296,0.570207
2,0.0,theta,78,0.142907,-0.725493,0.468454
2,0.0,theta,79,-0.939831,-1.41783,0.512705
2,0.0,theta,80,-1.089675,-0.87118,0.440732
2,0.0,theta,81,0.494847,0.010408,0.516011
2,0.0,theta,82,0.140573,0.09168,0.474139
2,0.0,theta,83,1.412153,1.1309,0.549214
2,0.0,theta,84,0.465783,0.314698,0.46102
2,0.0,theta,85,1.532987,0.750809,0.52978
2,0.0,theta,86,0.620226,0.207893,0.534893
2,0.0,theta,87,-0.615985,-1.594875,0.482523
2,0.0,theta,88,1.065,0.465404,0.512614
2,0.0,theta,89,-0.457135,-0.082578,0.494086
2,0.0,theta,90,1.591873,0.518226,0.545889
2,0.0,theta,91,1.144024,0.96412,0.527785
2,0.0,theta,92,0.696266,1.036535,0.542991
2,0.0,theta,93,-0.733403,-0.135362,0.499385
2,0.0,theta,94,-1.546212,-2.094425,0.515654
2,0.0,theta,95,-2.055464,-1.414235,0.433842
2,0.0,theta,96,2.149494,2.23512,0.619066
2,0.0,theta,97,1.166622,0.697155,0.537373
2,0.0,theta,98,0.107101,-0.07328,0.469207
2,0.0,theta,99,-1.838625,-1.470805,0.478741
2,0.0,theta,100,-0.164566,-0.193595,0.451204
2,0.0,theta,101,0.090659,-0.448483,0.425437
2,0.0,theta,102,-1.467097,-1.37601,0.451842
2,0.0,theta,103,-1.046779,-0.712396,0.419359
2,0.0,theta,104,0.364607,0.388884,0.500831
2,0.0,theta,105,0.458274,-0.042686,0.506906
2,0.0,theta,106,-0.821099,-1.050295,0.482011
2,0.0,theta,107,-0.357633,-0.358008,0.450653
2,0.0,theta,108,-1.285276,-0.783594,0.460024
2,0.0,theta,109,-0.913631,-1.85367,0.497177
2,0.0,theta,110,0.087647,0.113908,0.515323
2,0.0,theta,111,0.534605,0.566286,0.48259
2,0.0,theta,112,1.003109,0.882842,0.547349
2,0.0,theta,113,1.022596,0.828262,0.513344
2,0.0,theta,114,0.210876,0.965996,0.543563
2,0.0,theta,115,1.160495,0.692934,0.520541
2,0.0,theta,116,0.932489,1.51711,0.571996
2,0.0,theta,117,-0.729746,-0.066709,0.483597
2,0.0,theta,118,1.907522,1.11737,0.52651
2,0.0,theta,119,-0.060962,0.397201,0.502036
2,0.0,theta,120,-0.878951,-1.06773,0.431472
2,0.0,theta,121,-0.196055,-0.23742,0.511966
2,0.0,theta,122,0.934244,-0.155744,0.497411
2,0.0,theta,123,-1.919242,-1.482165,0.477911
2,0.0,theta,124,-0.12471,-0.364349,0.453703
2,0.0,theta,125,0.098551,0.925546,0.517996
2,0.0,theta,126,0.105042,-0.455071,0.489542
2,0.0,theta,127,0.042963,-0.300835,0.501494
2,0.0,theta,128,0.108013,-0.324786,0.464689
2,0.0,theta,129,1.044613,0.863964,0.513438
2,0.0,theta,130,1.788039,1.22231,0.561958
2,0.0,theta,131,1.049004,0.290482,0.498216
2,0.0,theta,132,-0.037941,-0.321129,0.480777
2,0.0,theta,133,1.643078,1.14657,0.53711
2,0.0,theta,134,-0.418634,-1.01673,0.463217
2,0.0,theta,135,-0.246354,0.312036,0.488905
2,0.0,theta,136,0.032542,0.274393,0.49009
2,0.0,theta,137,-1.166304,-1.021695,0.432626
2,0.0,theta,138,-1.557108,-1.379495,0.459826
2,0.0,theta,139,-1.053626,-0.881839,0.480298
2,0.0,theta,140,0.922216,0.783046,0.476561
2,0.0,theta,141,0.207271,1.01327,0.535395
2,0.0,theta,142,-0.758967,-0.941223,0.450939
2,0.0,theta,143,0.009319,-0.894466,0.451626
2,0.0,theta,144,-0.976139,0.09091,0.463871
2,0.0,theta,145,-0.051879,-0.990972,0.450658
2,0.0,theta,146,0.540956,0.13209,0.498102
2,0.0,theta,147,-0.626704,0.344916,0.480329
2,0.0,theta,148,-1.280372,-1.057275,0.513339
2,0.0,theta,149,-0.243945,0.286236,0.480333
2,0.0,theta,150,2.130006,1.44341,0.560064
2,0.0,theta,151,-0.127652,0.415459,0.511759
2,0.0,theta,152,-0.279791,-0.755788,0.483755
2,0.0,theta,153,-0.655673,-0.470598,0.451912
2,0.0,theta,154,-0.727498,-0.284416,0.476017
2,0.0,theta,155,-1.22404,-0.849278,0.449068
2,0.0,theta,156,-1.191384,-0.535512,0.467471
2,0.0,theta,157,-1.083306,-0.193876,0.482681
2,0.0,theta,158,-1.149672,-1.214535,0.478132
2,0.0,theta,159,2.066185,1.585635,0.570585
2,0.0,theta,160,-1.109986,-0.401993,0.493885
2,0.0,theta,161,-0.480499,-0.427821,0.411121
2,0.0,theta,162,-0.760905,-0.48506,0.47225
2,0.0,theta,163,-0.064719,-0.222947,0.441413
2,0.0,theta,164,0.237241,0.151482,0.490513
2,0.0,theta,165,-1.186337,-0.80759,0.45568
2,0.0,theta,166,0.597099,0.48954,0.549052
2,0.0,theta,167,-0.86602,0.044425,0.512801
2,0.0,theta,168,0.809544,0.534016,0.480739
2,0.0,theta,169,-0.152846,-0.149195,0.455013
2,0.0,theta,170,0.178985,0.12135,0.455103
