seed,thresh,param,trial,latent,predicted,stdev
24,0.0,theta,1,-0.767922,-0.847315,0.489421
24,0.0,theta,2,-0.347824,0.340268,0.543721
24,0.0,theta,3,0.131254,0.000595,0.480207
24,0.0,theta,4,1.095538,1.51789,0.598146
24,0.0,theta,5,-0.999464,-0.67803,0.536668
24,0.0,theta,6,-0.125851,-0.484724,0.51468
24,0.0,theta,7,-1.511082,-1.311765,0.525733
24,0.0,theta,8,-0.185598,-0.948705,0.505484
24,0.0,theta,9,-0.235929,0.147484,0.550199
24,0.0,theta,10,0.237233,0.541148,0.518409
24,0.0,theta,11,0.88808,0.879079,0.552252
24,0.0,theta,12,1.125433,0.624614,0.537466
24,0.0,theta,13,0.010178,-0.636394,0.54045
24,0.0,theta,14,-0.323248,-0.954456,0.583647
24,0.0,theta,15,-1.233342,-0.552174,0.516877
24,0.0,theta,16,0.292718,0.054252,0.575804
24,0.0,theta,17,0.186705,-0.382305,0.474869
24,0.0,theta,18,0.224337,-0.119952,0.54172
24,0.0,theta,19,0.08402,0.512874,0.551664
24,0.0,theta,20,-1.551615,-0.765466,0.562982
24,0.0,theta,21,-0.152535,-1.254795,0.515252
24,0.0,theta,22,0.296611,0.268526,0.542073
24,0.0,theta,23,-0.69091,-1.139335,0.553655
24,0.0,theta,24,1.064848,0.278217,0.517014
24,0.0,theta,25,-1.480243,-1.66074,0.517133
24,0.0,theta,26,-0.525938,-0.988382,0.526336
24,0.0,theta,27,-1.042618,0.029738,0.501648
24,0.0,theta,28,0.464118,0.936897,0.555571
24,0.0,theta,29,-1.588951,-1.118285,0.526795
24,0.0,theta,30,0.32131,-0.17766,0.512137
24,0.0,theta,31,0.538436,0.404173,0.533423
24,0.0,theta,32,0.516006,0.95283,0.56373
24,0.0,theta,33,-2.148102,-1.70091,0.525088
24,0.0,theta,34,0.242645,0.06964,0.535344
24,0.0,theta,35,0.886505,0.361711,0.541998
24,0.0,theta,36,-2.931719,-1.91219,0.533064
24,0.0,theta,37,0.096122,0.85576,0.582447
24,0.0,theta,38,0.120666,-0.149147,0.521616
24,0.0,theta,39,1.525436,1.52671,0.617108
24,0.0,theta,40,0.709883,0.478344,0.544081
24,0.0,theta,41,0.240393,0.309478,0.549981
24,0.0,theta,42,-0.474097,-0.497482,0.583697
24,0.0,theta,43,2.080088,1.227855,0.586349
24,0.0,theta,44,2.251371,1.392465,0.598379
24,0.0,theta,45,0.241273,0.318489,0.552339
24,0.0,theta,46,-0.253611,-0.755144,0.475309
24,0.0,theta,47,-0.397802,-0.081608,0.514773
24,0.0,theta,48,-0.115933,-0.991674,0.511738
24,0.0,theta,49,-0.522491,-0.105038,0.561733
24,0.0,theta,50,-0.039504,-0.031043,0.525343
24,0.0,theta,51,0.066069,-0.24927,0.560745
24,0.0,theta,52,-2.065258,-1.22286,0.507274
24,0.0,theta,53,-0.804532,-0.28215,0.545858
24,0.0,theta,54,0.499421,-0.402486,0.507489
24,0.0,theta,55,-0.626545,-0.50936,0.495792
24,0.0,theta,56,-1.100351,-1.26231,0.486245
24,0.0,theta,57,-0.235918,-0.967302,0.555031
24,0.0,theta,58,0.174116,-1.29642,0.530322
24,0.0,theta,59,-0.392907,-0.301321,0.477771
24,0.0,theta,60,0.947857,0.57948,0.51013
24,0.0,theta,61,-0.534425,0.39946,0.551833
24,0.0,theta,62,0.561024,0.043739,0.548657
24,0.0,theta,63,-0.84181,-0.806809,0.487549
24,0.0,theta,64,0.241106,0.263568,0.568182
24,0.0,theta,65,1.102809,0.301888,0.52636
24,0.0,theta,66,-0.46441,0.392793,0.559319
24,0.0,theta,67,-0.397848,-0.40867,0.537106
24,0.0,theta,68,-2.013849,-1.639545,0.504801
24,0.0,theta,69,0.167629,-0.05163,0.546577
24,0.0,theta,70,1.473928,0.821704,0.555631
24,0.0,theta,71,0.656198,0.38146,0.52381
24,0.0,theta,72,1.365468,1.08371,0.580468
24,0.0,theta,73,0.894284,1.41901,0.587455
24,0.0,theta,74,0.824563,-0.00848,0.494429
24,0.0,theta,75,1.102251,0.761047,0.54671
24,0.0,theta,76,0.140483,0.656855,0.558286
24,0.0,theta,77,1.367246,0.758266,0.540929
24,0.0,theta,78,1.086698,0.275708,0.545595
24,0.0,theta,79,-0.755217,0.2959,0.547755
24,0.0,theta,80,-0.461113,-0.216543,0.487527
24,0.0,theta,81,-1.279554,-0.574364,0.518802
24,0.0,theta,82,-0.179636,-0.036822,0.500743
24,0.0,theta,83,-0.050999,0.305458,0.532245
24,0.0,theta,84,-1.456265,-0.667854,0.530405
24,0.0,theta,85,1.880094,1.07587,0.565479
24,0.0,theta,86,-0.64271,-0.309366,0.467121
24,0.0,theta,87,0.948852,0.590726,0.563266
24,0.0,theta,88,0.522738,0.547604,0.560747
24,0.0,theta,89,-1.157587,-1.41537,0.479097
24,0.0,theta,90,-0.307158,-0.233812,0.529256
24,0.0,theta,91,-0.742175,-0.760134,0.510509
24,0.0,theta,92,1.02641,1.128715,0.584103
24,0.0,theta,93,0.863996,1.054645,0.567082
24,0.0,theta,94,0.60094,0.23923,0.495897
24,0.0,theta,95,-1.154463,-0.253513,0.518164
24,0.0,theta,96,0.522189,0.143591,0.563164
