seed,thresh,param,trial,latent,predicted,stdev
38,0.0,theta,1,-1.692121,-1.48067,0.51284
38,0.0,theta,2,-1.070215,-1.043925,0.501607
38,0.0,theta,3,-0.148522,-0.663872,0.515548
38,0.0,theta,4,-0.001649,0.338403,0.540387
38,0.0,theta,5,0.641185,0.041119,0.533699
38,0.0,theta,6,0.248111,0.05685,0.509125
38,0.0,theta,7,-0.142078,-0.238941,0.508157
38,0.0,theta,8,1.206349,1.755395,0.592343
38,0.0,theta,9,-0.787305,0.024343,0.492714
38,0.0,theta,10,0.716455,1.13659,0.542796
38,0.0,theta,11,0.149452,0.137194,0.533228
38,0.0,theta,12,-1.48792,-0.514521,0.524056
38,0.0,theta,13,-0.659207,-0.907818,0.494539
38,0.0,theta,14,1.264938,1.02647,0.60068
38,0.0,theta,15,1.034267,0.398817,0.532152
38,0.0,theta,16,-0.539371,-0.434841,0.514928
38,0.0,theta,17,-1.952215,-1.19279,0.574763
38,0.0,theta,18,0.548022,0.185023,0.526566
38,0.0,theta,19,-0.549348,-0.476405,0.503546
38,0.0,theta,20,-0.946729,-0.382014,0.510328
38,0.0,theta,21,-0.535131,0.077499,0.561193
38,0.0,theta,22,0.100382,-0.030595,0.5015
38,0.0,theta,23,-0.417372,-0.709211,0.49519
38,0.0,theta,24,-2.444386,-0.619312,0.490473
38,0.0,theta,25,-1.629423,-1.41784,0.527732
38,0.0,theta,26,1.734328,1.5961,0.595331
38,0.0,theta,27,-0.978219,-0.178345,0.472837
38,0.0,theta,28,1.088031,0.788644,0.563057
38,0.0,theta,29,0.94049,0.356204,0.512879
38,0.0,theta,30,-2.121845,-0.995392,0.536342
38,0.0,theta,31,2.368674,1.797125,0.58866
38,0.0,theta,32,-0.887371,-0.705666,0.520655
38,0.0,theta,33,-0.483644,-0.577095,0.516595
38,0.0,theta,34,-0.562093,-0.210496,0.489453
38,0.0,theta,35,0.834969,1.032735,0.563545
38,0.0,theta,36,1.05231,1.189235,0.596081
38,0.0,theta,37,-0.563053,-0.841478,0.472326
38,0.0,theta,38,0.197736,-0.066457,0.512608
38,0.0,theta,39,-0.74555,0.530085,0.567378
38,0.0,theta,40,-0.244076,-0.683936,0.515162
38,0.0,theta,41,1.095208,0.457009,0.524483
38,0.0,theta,42,-1.057475,-0.98404,0.51071
38,0.0,theta,43,0.720317,0.46443,0.514236
38,0.0,theta,44,0.683648,1.139795,0.578609
38,0.0,theta,45,-1.455114,-0.921352,0.498815
38,0.0,theta,46,-0.641377,-0.281394,0.510148
38,0.0,theta,47,0.290263,0.547108,0.53658
38,0.0,theta,48,-0.514701,-0.539161,0.513394
38,0.0,theta,49,1.299363,1.626445,0.603439
38,0.0,theta,50,0.228211,-0.262636,0.543768
38,0.0,theta,51,1.185598,1.50566,0.592732
38,0.0,theta,52,1.042316,0.852421,0.546529
38,0.0,theta,53,-0.880934,-0.809776,0.516642
38,0.0,theta,54,-0.07708,0.17456,0.549493
38,0.0,theta,55,-0.829877,-0.558712,0.532959
38,0.0,theta,56,0.729491,0.749793,0.539528
38,0.0,theta,57,0.998376,0.372593,0.553161
38,0.0,theta,58,-1.091557,-0.579342,0.505326
38,0.0,theta,59,-0.732744,-0.914312,0.485928
38,0.0,theta,60,0.651717,0.502539,0.5482
38,0.0,theta,61,1.214473,0.456658,0.554252
38,0.0,theta,62,-1.132324,-1.35622,0.506175
38,0.0,theta,63,0.343882,0.531805,0.565963
38,0.0,theta,64,-0.972348,-0.631941,0.538626
38,0.0,theta,65,-0.948034,-0.974004,0.513955
38,0.0,theta,66,0.601708,0.506846,0.589561
38,0.0,theta,67,-0.988609,-0.60521,0.525733
38,0.0,theta,68,0.671416,0.164984,0.532418
38,0.0,theta,69,1.138201,0.616134,0.545181
38,0.0,theta,70,0.377514,0.50753,0.545506
38,0.0,theta,71,-1.641992,-1.78724,0.504144
38,0.0,theta,72,-1.859661,-1.37727,0.507392
38,0.0,theta,73,-0.154684,-0.46082,0.548955
38,0.0,theta,74,-1.63612,-1.070045,0.472617
38,0.0,theta,75,0.210509,0.127439,0.536934
38,0.0,theta,76,-1.174942,-0.760827,0.466322
38,0.0,theta,77,-0.954705,-0.620864,0.528976
38,0.0,theta,78,-1.551402,-2.12529,0.541096
38,0.0,theta,79,0.510717,0.693038,0.578532
38,0.0,theta,80,0.743979,0.417582,0.535604
38,0.0,theta,81,-0.636149,-0.450056,0.502766
38,0.0,theta,82,-0.438855,0.107872,0.537488
38,0.0,theta,83,0.011877,-0.04962,0.542253
38,0.0,theta,84,-0.641218,-1.01161,0.515253
38,0.0,theta,85,-0.185588,-1.013345,0.501319
38,0.0,theta,86,-0.525957,-0.410442,0.517664
38,0.0,theta,87,-2.575822,-1.314705,0.476631
38,0.0,theta,88,-0.951143,-0.463644,0.530276
38,0.0,theta,89,0.424098,0.559365,0.527012
38,0.0,theta,90,-0.410872,-0.57364,0.50402
38,0.0,theta,91,-0.811123,-0.613983,0.473141
38,0.0,theta,92,-1.550412,-0.581858,0.572278
38,0.0,theta,93,-0.968995,-1.04649,0.480815
38,0.0,theta,94,-0.010165,0.895754,0.572055
38,0.0,theta,95,-0.583265,-0.542644,0.533804
38,0.0,theta,96,-1.103792,-1.13487,0.503016
38,0.0,theta,97,-0.387927,-0.529052,0.502176
38,0.0,theta,98,1.081616,0.819,0.550669
38,0.0,theta,99,-0.7128,-0.67369,0.475694
38,0.0,theta,100,-0.756094,-1.209655,0.493111
38,0.0,theta,101,0.689697,0.25768,0.570985
38,0.0,theta,102,-0.042086,-0.452114,0.513488
38,0.0,theta,103,-2.426905,-1.525415,0.503256
38,0.0,theta,104,1.830709,1.520665,0.602521
38,0.0,theta,105,-0.558413,-0.584362,0.50649
38,0.0,theta,106,0.10909,0.037289,0.529702
38,0.0,theta,107,-1.896519,-0.591332,0.548944
38,0.0,theta,108,-1.369309,-0.629692,0.541525
38,0.0,theta,109,-0.205359,-0.05934,0.542024
38,0.0,theta,110,-1.875446,-1.30441,0.52667
38,0.0,theta,111,1.469704,0.569746,0.528214
38,0.0,theta,112,-0.643909,-1.019215,0.528971
38,0.0,theta,113,1.094969,0.551094,0.593412
38,0.0,theta,114,-0.521249,-1.23594,0.524936
38,0.0,theta,115,1.344668,1.326145,0.552045
38,0.0,theta,116,0.793366,-0.491646,0.519822
38,0.0,theta,117,1.894404,1.858615,0.594193
38,0.0,theta,118,-0.234448,-0.576868,0.466598
38,0.0,theta,119,-2.807025,-1.581925,0.500738
38,0.0,theta,120,-1.146032,-1.351085,0.48862
38,0.0,theta,121,0.245353,0.24062,0.504389
38,0.0,theta,122,0.964351,1.671115,0.594236
38,0.0,theta,123,0.393863,-0.181422,0.531454
38,0.0,theta,124,-0.250898,-0.098996,0.535902
38,0.0,theta,125,0.848191,0.99868,0.566091
38,0.0,theta,126,0.053105,-0.420336,0.477359
38,0.0,theta,127,0.326864,0.430292,0.537374
38,0.0,theta,128,0.03556,-0.6118,0.520112
38,0.0,theta,129,0.783642,0.503954,0.522043
38,0.0,theta,130,1.780436,1.57756,0.593731
38,0.0,theta,131,-1.719442,-1.10584,0.481662
38,0.0,theta,132,-0.358146,-0.45137,0.509613
38,0.0,theta,133,-0.102201,-0.750134,0.513648
38,0.0,theta,134,0.26273,0.191333,0.548756
38,0.0,theta,135,2.415886,1.55845,0.58577
38,0.0,theta,136,0.123536,0.758392,0.558714
38,0.0,theta,137,-1.171381,-1.03306,0.515277
38,0.0,theta,138,-1.056279,-0.628308,0.489284
38,0.0,theta,139,-1.480127,-0.606799,0.51708
38,0.0,theta,140,0.43686,-0.478812,0.51491
38,0.0,theta,141,-0.394123,-0.994488,0.535521
38,0.0,theta,142,0.91727,1.53143,0.59184
38,0.0,theta,143,-1.87536,-0.261424,0.536371
38,0.0,theta,144,-0.166049,-0.710108,0.476206
38,0.0,theta,145,-0.207225,-0.362648,0.515768
38,0.0,theta,146,-2.065313,-1.392625,0.541062
38,0.0,theta,147,0.26463,-0.33077,0.480354
38,0.0,theta,148,-0.122857,0.488506,0.564273
38,0.0,theta,149,0.812897,0.621752,0.529385
38,0.0,theta,150,0.226225,-0.055658,0.525113
38,0.0,theta,151,-0.777323,0.068773,0.54621
38,0.0,theta,152,0.475477,0.219078,0.52853
38,0.0,theta,153,-0.72248,-1.0705,0.48571
38,0.0,theta,154,1.04295,0.358528,0.557371
38,0.0,theta,155,-0.048657,-1.25682,0.504399
38,0.0,theta,156,-0.585638,-0.851393,0.485865
38,0.0,theta,157,0.664051,0.62708,0.540594
38,0.0,theta,158,0.73101,0.92769,0.540388
38,0.0,theta,159,-0.266723,-0.951847,0.522756
38,0.0,theta,160,-0.054438,0.17475,0.516179
38,0.0,theta,161,-0.416179,0.788568,0.560232
38,0.0,theta,162,-0.889183,-0.727666,0.523458
38,0.0,theta,163,-0.493541,-0.421058,0.497065
38,0.0,theta,164,0.210651,-0.100258,0.578499
38,0.0,theta,165,-0.705473,-0.700974,0.492827
38,0.0,theta,166,-0.102197,0.037071,0.501327
38,0.0,theta,167,-0.151957,-0.902899,0.487646
38,0.0,theta,168,0.358104,1.070815,0.56591
38,0.0,theta,169,0.553693,0.8413,0.548185
38,0.0,theta,170,-0.231698,-0.160909,0.510975
38,0.0,theta,171,-1.958207,-1.746065,0.519326
38,0.0,theta,172,0.601827,1.265665,0.597131
38,0.0,theta,173,0.043261,-0.281106,0.506263
38,0.0,theta,174,0.387647,-0.148966,0.528279
38,0.0,theta,175,0.536043,1.192655,0.57002
38,0.0,theta,176,0.269951,0.417746,0.542932
