seed,thresh,param,trial,latent,predicted,stdev
64,0.0,theta,1,0.48802,0.140314,0.544756
64,0.0,theta,2,0.573631,0.359948,0.54574
64,0.0,theta,3,0.607554,0.51753,0.53869
64,0.0,theta,4,0.29075,0.485318,0.506412
64,0.0,theta,5,-0.326182,0.290238,0.560581
64,0.0,theta,6,-1.014643,-0.486151,0.493879
64,0.0,theta,7,-0.970908,-1.494495,0.511787
64,0.0,theta,8,-0.559078,-1.000265,0.460381
64,0.0,theta,9,1.574133,1.144295,0.557745
64,0.0,theta,10,-0.131601,-0.665193,0.477493
64,0.0,theta,11,0.420308,0.031731,0.521469
64,0.0,theta,12,0.221406,0.771923,0.545851
64,0.0,theta,13,1.820923,0.968674,0.547837
64,0.0,theta,14,0.257389,0.263032,0.544079
64,0.0,theta,15,0.484949,0.280393,0.512365
64,0.0,theta,16,1.89699,2.079465,0.611903
64,0.0,theta,17,-1.810318,-0.938374,0.519853
64,0.0,theta,18,-1.357904,-0.405698,0.482058
64,0.0,theta,19,0.858183,0.994321,0.593289
64,0.0,theta,20,0.473083,0.176028,0.588949
64,0.0,theta,21,0.098563,-0.105874,0.503652
64,0.0,theta,22,-0.360559,-0.020742,0.52224
64,0.0,theta,23,0.395422,0.340522,0.525103
64,0.0,theta,24,-0.448853,-0.400066,0.491096
64,0.0,theta,25,0.640178,0.174108,0.524135
64,0.0,theta,26,-0.165454,-0.277518,0.477598
64,0.0,theta,27,0.353026,-0.081551,0.494552
64,0.0,theta,28,-0.819182,-1.01309,0.494757
64,0.0,theta,29,-0.626151,-0.385401,0.490571
64,0.0,theta,30,-0.572849,-0.90715,0.536628
64,0.0,theta,31,-0.154268,0.23262,0.47441
64,0.0,theta,32,0.398807,0.466176,0.555556
64,0.0,theta,33,-0.252304,-0.922064,0.468168
64,0.0,theta,34,0.082478,0.553576,0.508318
64,0.0,theta,35,0.656657,0.47814,0.534962
64,0.0,theta,36,-0.130662,0.306612,0.559118
64,0.0,theta,37,-0.747446,-0.867301,0.53898
64,0.0,theta,38,-1.043107,-1.16099,0.488968
64,0.0,theta,39,-1.06057,-0.399938,0.507802
64,0.0,theta,40,1.217173,0.168375,0.533329
64,0.0,theta,41,0.201822,-0.673478,0.464389
64,0.0,theta,42,2.107672,1.03861,0.546397
64,0.0,theta,43,-0.918806,-0.590585,0.51107
64,0.0,theta,44,1.505546,1.45805,0.606682
64,0.0,theta,45,0.44041,0.837682,0.573633
64,0.0,theta,46,1.310769,1.433025,0.558755
64,0.0,theta,47,-0.537628,-0.64509,0.50116
64,0.0,theta,48,-0.675114,0.188892,0.475429
64,0.0,theta,49,0.476127,0.526852,0.54503
64,0.0,theta,50,-0.682578,-0.46538,0.511088
64,0.0,theta,51,0.28445,0.79827,0.549494
64,0.0,theta,52,1.573888,1.049595,0.559948
64,0.0,theta,53,-0.64636,-0.46738,0.530583
64,0.0,theta,54,-0.119608,-0.474086,0.495584
64,0.0,theta,55,-0.625149,0.289836,0.580008
64,0.0,theta,56,-0.279522,-0.957863,0.478385
64,0.0,theta,57,0.192749,0.075625,0.502529
64,0.0,theta,58,-0.003789,0.317959,0.525799
64,0.0,theta,59,-0.583762,0.216487,0.502708
64,0.0,theta,60,-1.672542,-0.78355,0.51379
64,0.0,theta,61,-2.090936,-1.178715,0.494063
64,0.0,theta,62,0.622041,0.387556,0.53847
64,0.0,theta,63,0.122656,-0.843371,0.513094
64,0.0,theta,64,-0.399736,-0.747904,0.511161
64,0.0,theta,65,0.85725,0.929398,0.549018
64,0.0,theta,66,-0.618804,-0.637676,0.447977
64,0.0,theta,67,-0.223745,-0.302342,0.507437
64,0.0,theta,68,-1.295307,-0.555808,0.463988
64,0.0,theta,69,1.176901,2.05328,0.628751
64,0.0,theta,70,-2.057386,-1.75302,0.518327
64,0.0,theta,71,0.388746,0.044391,0.5084
64,0.0,theta,72,-0.273451,0.199298,0.5234
64,0.0,theta,73,-1.508023,-0.529176,0.469884
64,0.0,theta,74,-0.445568,-0.759126,0.549096
64,0.0,theta,75,0.042494,-0.217896,0.541555
64,0.0,theta,76,-1.183163,-0.43374,0.527582
64,0.0,theta,77,-0.278188,0.274594,0.533081
64,0.0,theta,78,0.240942,0.64793,0.554161
64,0.0,theta,79,0.775788,0.266132,0.508982
64,0.0,theta,80,1.463245,1.04268,0.584318
64,0.0,theta,81,1.320385,1.28547,0.579477
64,0.0,theta,82,-0.328723,-1.114455,0.507134
64,0.0,theta,83,0.716637,0.137148,0.564238
64,0.0,theta,84,1.492852,0.823095,0.57105
64,0.0,theta,85,-0.495589,-0.495386,0.536435
64,0.0,theta,86,-0.522152,-0.930798,0.498874
64,0.0,theta,87,0.929006,0.391917,0.517139
64,0.0,theta,88,1.537362,1.519585,0.563931
64,0.0,theta,89,1.190554,0.178812,0.539914
64,0.0,theta,90,-0.33433,-0.174442,0.453483
64,0.0,theta,91,0.640761,0.750314,0.56411
64,0.0,theta,92,-1.137988,-0.753197,0.459124
64,0.0,theta,93,0.88499,0.420394,0.554854
64,0.0,theta,94,0.383033,-0.010478,0.491121
64,0.0,theta,95,-1.610873,-1.49162,0.508634
64,0.0,theta,96,1.964664,1.452995,0.55763
64,0.0,theta,97,-1.25917,-0.940825,0.492069
64,0.0,theta,98,0.185124,0.390678,0.490822
64,0.0,theta,99,0.40485,0.011691,0.50926
64,0.0,theta,100,0.968978,0.784724,0.557547
64,0.0,theta,101,-0.309357,-0.337059,0.452382
