seed,thresh,param,trial,latent,predicted,stdev
81,0.0,theta,1,0.102457,0.441672,0.492697
81,0.0,theta,2,-1.017344,-0.834283,0.484289
81,0.0,theta,3,-0.306319,-0.462864,0.486861
81,0.0,theta,4,0.876754,0.805603,0.521717
81,0.0,theta,5,0.0121,0.410614,0.485255
81,0.0,theta,6,-1.021763,-0.303634,0.471989
81,0.0,theta,7,0.326588,0.372671,0.527795
81,0.0,theta,8,0.395705,-0.098307,0.469301
81,0.0,theta,9,-1.140778,-1.13528,0.474149
81,0.0,theta,10,-1.2533,-0.692078,0.439975
81,0.0,theta,11,-0.720168,-0.495492,0.438403
81,0.0,theta,12,-0.389054,0.107039,0.463421
81,0.0,theta,13,1.642907,1.60061,0.587906
81,0.0,theta,14,-0.715395,-1.0962,0.446119
81,0.0,theta,15,1.016427,0.869393,0.547229
81,0.0,theta,16,0.920205,0.569426,0.531317
81,0.0,theta,17,-1.165596,-1.051665,0.464286
81,0.0,theta,18,-0.531085,-0.798437,0.448891
81,0.0,theta,19,2.09479,0.802956,0.522092
81,0.0,theta,20,0.89719,0.756314,0.487428
81,0.0,theta,21,-1.114318,-0.82174,0.443029
81,0.0,theta,22,-0.806732,-0.500157,0.440304
81,0.0,theta,23,1.384055,1.460515,0.550768
81,0.0,theta,24,1.538722,1.458935,0.570589
81,0.0,theta,25,0.452824,0.169007,0.448689
81,0.0,theta,26,-0.245823,0.109154,0.487044
81,0.0,theta,27,0.107974,0.035056,0.476307
81,0.0,theta,28,-0.624435,-0.039628,0.465921
81,0.0,theta,29,-0.678905,-0.3226,0.486669
81,0.0,theta,30,0.200343,-1.01727,0.48753
81,0.0,theta,31,0.807222,1.039185,0.53567
81,0.0,theta,32,0.109465,0.612084,0.467226
81,0.0,theta,33,1.506191,1.019575,0.527827
81,0.0,theta,34,-0.763343,-0.59602,0.513637
81,0.0,theta,35,-1.252998,-1.170185,0.478992
81,0.0,theta,36,-0.101836,-0.342555,0.447828
81,0.0,theta,37,1.220392,1.2949,0.5876
81,0.0,theta,38,-1.676972,-1.019855,0.482296
81,0.0,theta,39,-1.12713,-0.57153,0.421007
81,0.0,theta,40,-0.183102,-0.077689,0.491256
81,0.0,theta,41,0.524383,0.206871,0.473274
81,0.0,theta,42,1.022662,1.05643,0.56804
81,0.0,theta,43,1.111864,0.698008,0.504142
81,0.0,theta,44,0.624571,0.483616,0.507562
81,0.0,theta,45,1.070122,2.17144,0.622292
81,0.0,theta,46,-1.101594,-1.44771,0.510657
81,0.0,theta,47,-0.902936,-0.451532,0.473847
81,0.0,theta,48,1.955895,1.78775,0.606467
81,0.0,theta,49,-0.59059,-0.517058,0.443083
81,0.0,theta,50,1.643808,1.40069,0.5625
81,0.0,theta,51,-0.73316,-0.814796,0.501517
81,0.0,theta,52,-0.091946,0.055154,0.448322
81,0.0,theta,53,-0.767775,-0.987145,0.471285
81,0.0,theta,54,0.071114,0.44823,0.527652
81,0.0,theta,55,0.752055,1.099895,0.558056
81,0.0,theta,56,0.81533,0.936749,0.533645
81,0.0,theta,57,-2.03024,-2.241155,0.505202
81,0.0,theta,58,-0.527797,-0.179727,0.473047
81,0.0,theta,59,0.449947,0.188101,0.484999
81,0.0,theta,60,0.097973,-0.091462,0.431688
81,0.0,theta,61,-0.981138,-1.13346,0.475361
81,0.0,theta,62,-0.916948,-1.200315,0.442779
81,0.0,theta,63,-0.420209,-0.975376,0.425609
81,0.0,theta,64,-0.69135,-0.633598,0.482616
81,0.0,theta,65,0.688271,0.467278,0.486198
81,0.0,theta,66,-0.634989,-0.321148,0.463483
81,0.0,theta,67,1.342387,1.181,0.548595
81,0.0,theta,68,0.196777,-0.565658,0.460223
81,0.0,theta,69,0.9569,0.583633,0.498664
81,0.0,theta,70,-0.300966,0.355392,0.477981
81,0.0,theta,71,1.208355,0.643364,0.531219
81,0.0,theta,72,0.926597,0.59659,0.459028
81,0.0,theta,73,-1.615446,-1.416385,0.459455
81,0.0,theta,74,2.230936,1.80343,0.580395
81,0.0,theta,75,0.21053,0.906757,0.560093
81,0.0,theta,76,1.044987,0.280524,0.458836
81,0.0,theta,77,0.150399,-0.579034,0.453488
81,0.0,theta,78,0.913664,0.342219,0.521452
81,0.0,theta,79,0.517354,0.648612,0.535576
81,0.0,theta,80,0.319745,0.162628,0.497214
81,0.0,theta,81,-0.288742,-0.135021,0.477476
81,0.0,theta,82,-0.467301,-0.324916,0.489348
81,0.0,theta,83,-0.605189,-0.530784,0.455423
81,0.0,theta,84,1.330239,0.807023,0.515016
81,0.0,theta,85,1.50944,0.994763,0.538276
81,0.0,theta,86,0.074208,-0.63054,0.449525
81,0.0,theta,87,-0.450457,0.211375,0.463722
81,0.0,theta,88,2.026117,1.49794,0.56278
81,0.0,theta,89,1.188294,0.922352,0.508482
81,0.0,theta,90,-1.281562,-0.908175,0.48125
81,0.0,theta,91,0.553387,0.464055,0.531307
81,0.0,theta,92,-0.40206,-0.443718,0.447564
81,0.0,theta,93,0.920631,0.422702,0.478479
81,0.0,theta,94,0.724062,1.37822,0.585554
81,0.0,theta,95,0.457338,0.819723,0.529168
81,0.0,theta,96,-0.00409,0.355479,0.498966
81,0.0,theta,97,-0.333856,-0.445572,0.475927
81,0.0,theta,98,1.558778,0.930798,0.557925
81,0.0,theta,99,-2.071182,-1.231565,0.472794
81,0.0,theta,100,-0.094085,0.120366,0.457966
