subject,trial,test_form,stimulus,correct,choice,accuracy,rt,all_loaded,minimum_resolution
28lrxegugl5cjmbl038832yt,9,0,a55,1,6.0,0.0,4.815,1,1
2aitaeog6msxzfiw4c7n7us8,1,0,a11,4,1.0,0.0,4.598,1,1
2aitaeog6msxzfiw4c7n7us8,2,0,a24,4,4.0,1.0,18.554,1,1
2aitaeog6msxzfiw4c7n7us8,3,0,a28,7,7.0,1.0,18.27,1,1
2aitaeog6msxzfiw4c7n7us8,4,0,a36,1,2.0,0.0,15.077,1,1
2aitaeog6msxzfiw4c7n7us8,5,0,a43,4,3.0,0.0,11.877,1,1
2aitaeog6msxzfiw4c7n7us8,6,0,a48,5,5.0,1.0,12.647,1,1
2aitaeog6msxzfiw4c7n7us8,7,0,a49,6,6.0,1.0,8.478,1,1
2aitaeog6msxzfiw4c7n7us8,8,0,a53,0,6.0,0.0,15.527,1,1
2aitaeog6msxzfiw4c7n7us8,9,0,a55,1,2.0,0.0,9.301,1,1
2bv2b8ptqanwk0q8kfk7m9nf,1,0,a11,4,4.0,1.0,10.02,1,1
2bv2b8ptqanwk0q8kfk7m9nf,2,0,a24,4,3.0,0.0,9.525,1,1
2bv2b8ptqanwk0q8kfk7m9nf,3,0,a28,7,2.0,0.0,16.093,1,1
2bv2b8ptqanwk0q8kfk7m9nf,4,0,a36,1,2.0,0.0,18.43,1,1
2bv2b8ptqanwk0q8kfk7m9nf,5,0,a43,4,4.0,1.0,18.732,1,1
2bv2b8ptqanwk0q8kfk7m9nf,6,0,a48,5,3.0,0.0,19.653,1,1
2bv2b8ptqanwk0q8kfk7m9nf,7,0,a49,6,2.0,0.0,10.181,1,1
2bv2b8ptqanwk0q8kfk7m9nf,8,0,a53,0,0.0,1.0,13.357,1,1
2bv2b8ptqanwk0q8kfk7m9nf,9,0,a55,1,2.0,0.0,16.558,1,1
2cb0ef08mmlo1ra9m9r8n0p6,1,0,a11,4,4.0,1.0,23.038,1,1
2cb0ef08mmlo1ra9m9r8n0p6,2,0,a24,4,0.0,0.0,21.697,1,1
2cb0ef08mmlo1ra9m9r8n0p6,3,0,a28,7,7.0,1.0,27.373,1,1
2cb0ef08mmlo1ra9m9r8n0p6,4,0,a36,1,2.0,0.0,28.716,1,1
2cb0ef08mmlo1ra9m9r8n0p6,5,0,a43,4,4.0,1.0,28.963,1,1
2cb0ef08mmlo1ra9m9r8n0p6,6,0,a48,5,0.0,0.0,20.078,1,1
2cb0ef08mmlo1ra9m9r8n0p6,7,0,a49,6,6.0,1.0,13.625,1,1
2cb0ef08mmlo1ra9m9r8n0p6,8,0,a53,0,0.0,1.0,12.609,1,1
2cb0ef08mmlo1ra9m9r8n0p6,9,0,a55,1,,,,1,1
2fnebzfivqk77pn4qq7ms3wp,1,0,a11,4,4.0,1.0,21.564,1,1
2fnebzfivqk77pn4qq7ms3wp,2,0,a24,4,4.0,1.0,16.119,1,1
2fnebzfivqk77pn4qq7ms3wp,3,0,a28,7,7.0,1.0,6.837,1,1
2fnebzfivqk77pn4qq7ms3wp,4,0,a36,1,1.0,1.0,18.903,1,1
2fnebzfivqk77pn4qq7ms3wp,5,0,a43,4,4.0,1.0,14.285,1,1
2fnebzfivqk77pn4qq7ms3wp,6,0,a48,5,5.0,1.0,19.349,1,1
2fnebzfivqk77pn4qq7ms3wp,7,0,a49,6,6.0,1.0,13.156,1,1
2fnebzfivqk77pn4qq7ms3wp,8,0,a53,0,0.0,1.0,8.155,1,1
2fnebzfivqk77pn4qq7ms3wp,9,0,a55,1,1.0,1.0,15.287,1,1
2fudccw6jujfokoo99h12skn,1,0,a11,4,0.0,0.0,3.666,1,1
2fudccw6jujfokoo99h12skn,2,0,a24,4,5.0,0.0,11.811,1,1
2fudccw6jujfokoo99h12skn,3,0,a28,7,7.0,1.0,3.891,1,1
2fudccw6jujfokoo99h12skn,4,0,a36,1,1.0,1.0,17.26,1,1
2fudccw6jujfokoo99h12skn,5,0,a43,4,1.0,0.0,13.467,1,1
2fudccw6jujfokoo99h12skn,6,0,a48,5,6.0,0.0,10.478,1,1
2fudccw6jujfokoo99h12skn,7,0,a49,6,2.0,0.0,5.755,1,1
2fudccw6jujfokoo99h12skn,8,0,a53,0,0.0,1.0,14.581,1,1
2fudccw6jujfokoo99h12skn,9,0,a55,1,2.0,0.0,22.042,1,1
2jtumtn20tpxear6e1o4e60o,1,0,a11,4,4.0,1.0,16.046,1,1
2jtumtn20tpxear6e1o4e60o,2,0,a24,4,4.0,1.0,15.515,1,1
2jtumtn20tpxear6e1o4e60o,3,0,a28,7,7.0,1.0,16.962,1,1
2jtumtn20tpxear6e1o4e60o,4,0,a36,1,1.0,1.0,21.85,1,1
2jtumtn20tpxear6e1o4e60o,5,0,a43,4,4.0,1.0,19.125,1,1
2jtumtn20tpxear6e1o4e60o,6,0,a48,5,7.0,0.0,23.868,1,1
2jtumtn20tpxear6e1o4e60o,7,0,a49,6,6.0,1.0,9.994,1,1
2jtumtn20tpxear6e1o4e60o,8,0,a53,0,6.0,0.0,22.219,1,1
2jtumtn20tpxear6e1o4e60o,9,0,a55,1,3.0,0.0,20.411,1,1
2zhhgttgak8yl2icy6p5maq3,1,0,a11,4,5.0,0.0,24.96,1,1
2zhhgttgak8yl2icy6p5maq3,2,0,a24,4,1.0,0.0,18.753,1,1
2zhhgttgak8yl2icy6p5maq3,3,0,a28,7,7.0,1.0,26.914,1,1
2zhhgttgak8yl2icy6p5maq3,4,0,a36,1,,,,1,1
2zhhgttgak8yl2icy6p5maq3,5,0,a43,4,4.0,1.0,24.237,1,1
2zhhgttgak8yl2icy6p5maq3,6,0,a48,5,,,,1,1
2zhhgttgak8yl2icy6p5maq3,7,0,a49,6,6.0,1.0,14.846,1,1
2zhhgttgak8yl2icy6p5maq3,8,0,a53,0,,,,1,1
2zhhgttgak8yl2icy6p5maq3,9,0,a55,1,7.0,0.0,26.154,1,1
2zriym9qpt4y73931pm3g3wj,1,0,a11,4,4.0,1.0,10.21,1,1
2zriym9qpt4y73931pm3g3wj,2,0,a24,4,4.0,1.0,16.991,1,1
2zriym9qpt4y73931pm3g3wj,3,0,a28,7,7.0,1.0,14.214,1,1
2zriym9qpt4y73931pm3g3wj,4,0,a36,1,1.0,1.0,22.82,1,1
2zriym9qpt4y73931pm3g3wj,5,0,a43,4,4.0,1.0,20.133,1,1
2zriym9qpt4y73931pm3g3wj,6,0,a48,5,1.0,0.0,23.786,1,1
2zriym9qpt4y73931pm3g3wj,7,0,a49,6,6.0,1.0,20.806,1,1
2zriym9qpt4y73931pm3g3wj,8,0,a53,0,6.0,0.0,22.343,1,1
2zriym9qpt4y73931pm3g3wj,9,0,a55,1,3.0,0.0,11.171,1,1
38o1khqbqorz1iez564q0jjy,1,0,a11,4,4.0,1.0,14.091,1,1
38o1khqbqorz1iez564q0jjy,2,0,a24,4,4.0,1.0,24.214,1,1
38o1khqbqorz1iez564q0jjy,3,0,a28,7,7.0,1.0,10.435,1,1
38o1khqbqorz1iez564q0jjy,4,0,a36,1,,,,1,1
38o1khqbqorz1iez564q0jjy,5,0,a43,4,,,,1,1
38o1khqbqorz1iez564q0jjy,6,0,a48,5,6.0,0.0,17.996,1,1
38o1khqbqorz1iez564q0jjy,7,0,a49,6,6.0,1.0,13.818,1,1
38o1khqbqorz1iez564q0jjy,8,0,a53,0,0.0,1.0,25.899,1,1
38o1khqbqorz1iez564q0jjy,9,0,a55,1,6.0,0.0,10.924,1,1
3cwt9j1wlyxl46g0r3gqrok9,1,0,a11,4,4.0,1.0,5.858,1,1
3cwt9j1wlyxl46g0r3gqrok9,2,0,a24,4,1.0,0.0,5.715,1,1
3cwt9j1wlyxl46g0r3gqrok9,3,0,a28,7,7.0,1.0,4.903,1,1
3cwt9j1wlyxl46g0r3gqrok9,4,0,a36,1,2.0,0.0,5.579,1,1
3cwt9j1wlyxl46g0r3gqrok9,5,0,a43,4,,,,1,1
3cwt9j1wlyxl46g0r3gqrok9,6,0,a48,5,,,,1,1
3cwt9j1wlyxl46g0r3gqrok9,7,0,a49,6,,,,1,1
3cwt9j1wlyxl46g0r3gqrok9,8,0,a53,0,,,,1,1
3cwt9j1wlyxl46g0r3gqrok9,9,0,a55,1,,,,1,1
3grrp47mki4v5x52q1f3trc2,1,0,a11,4,4.0,1.0,12.666,1,1
3grrp47mki4v5x52q1f3trc2,2,0,a24,4,4.0,1.0,12.982,1,1
3grrp47mki4v5x52q1f3trc2,3,0,a28,7,7.0,1.0,11.102,1,1
3grrp47mki4v5x52q1f3trc2,4,0,a36,1,2.0,0.0,20.877,1,1
3grrp47mki4v5x52q1f3trc2,5,0,a43,4,4.0,1.0,19.088,1,1
3grrp47mki4v5x52q1f3trc2,6,0,a48,5,4.0,0.0,16.658,1,1
3grrp47mki4v5x52q1f3trc2,7,0,a49,6,6.0,1.0,6.803,1,1
3grrp47mki4v5x52q1f3trc2,8,0,a53,0,0.0,1.0,7.339,1,1
3grrp47mki4v5x52q1f3trc2,9,0,a55,1,2.0,0.0,19.907,1,1
3lfx7v98cdm905xf5atvmmoh,1,0,a11,4,2.0,0.0,7.39,1,1
3lfx7v98cdm905xf5atvmmoh,2,0,a24,4,5.0,0.0,6.116,1,1
3lfx7v98cdm905xf5atvmmoh,3,0,a28,7,7.0,1.0,6.016,1,1
3lfx7v98cdm905xf5atvmmoh,4,0,a36,1,0.0,0.0,7.461,1,1
3lfx7v98cdm905xf5atvmmoh,5,0,a43,4,7.0,0.0,11.905,1,1
3lfx7v98cdm905xf5atvmmoh,6,0,a48,5,1.0,0.0,9.923,1,1
3lfx7v98cdm905xf5atvmmoh,7,0,a49,6,6.0,1.0,3.893,1,1
3lfx7v98cdm905xf5atvmmoh,8,0,a53,0,4.0,0.0,10.91,1,1
3lfx7v98cdm905xf5atvmmoh,9,0,a55,1,3.0,0.0,9.584,1,1
3m38bxr37vhviwf2uw2nsrh6,1,0,a11,4,1.0,0.0,9.411,1,1
3m38bxr37vhviwf2uw2nsrh6,2,0,a24,4,1.0,0.0,6.653,1,1
3m38bxr37vhviwf2uw2nsrh6,3,0,a28,7,3.0,0.0,8.807,1,1
3m38bxr37vhviwf2uw2nsrh6,4,0,a36,1,5.0,0.0,9.753,1,1
3m38bxr37vhviwf2uw2nsrh6,5,0,a43,4,1.0,0.0,11.536,1,1
3m38bxr37vhviwf2uw2nsrh6,6,0,a48,5,1.0,0.0,9.516,1,1
3m38bxr37vhviwf2uw2nsrh6,7,0,a49,6,0.0,0.0,7.52,1,1
3m38bxr37vhviwf2uw2nsrh6,8,0,a53,0,6.0,0.0,4.962,1,1
3m38bxr37vhviwf2uw2nsrh6,9,0,a55,1,5.0,0.0,3.72,1,1
3qdt1lww14lcxvrfiazrbkvs,1,0,a11,4,4.0,1.0,15.647,1,1
3qdt1lww14lcxvrfiazrbkvs,2,0,a24,4,1.0,0.0,14.647,1,1
3qdt1lww14lcxvrfiazrbkvs,3,0,a28,7,7.0,1.0,6.67,1,1
3qdt1lww14lcxvrfiazrbkvs,4,0,a36,1,1.0,1.0,14.778,1,1
3qdt1lww14lcxvrfiazrbkvs,5,0,a43,4,3.0,0.0,1.172,1,1
3qdt1lww14lcxvrfiazrbkvs,6,0,a48,5,2.0,0.0,1.301,1,1
3qdt1lww14lcxvrfiazrbkvs,7,0,a49,6,2.0,0.0,0.742,1,1
3qdt1lww14lcxvrfiazrbkvs,8,0,a53,0,0.0,1.0,0.448,1,1
3qdt1lww14lcxvrfiazrbkvs,9,0,a55,1,7.0,0.0,2.228,1,1
3xlyknpl9gb0nuadoa5yxf5u,1,0,a11,4,4.0,1.0,10.632,1,1
3xlyknpl9gb0nuadoa5yxf5u,2,0,a24,4,4.0,1.0,9.915,1,1
3xlyknpl9gb0nuadoa5yxf5u,3,0,a28,7,7.0,1.0,11.377,1,1
3xlyknpl9gb0nuadoa5yxf5u,4,0,a36,1,2.0,0.0,8.513,1,1
3xlyknpl9gb0nuadoa5yxf5u,5,0,a43,4,6.0,0.0,28.749,1,1
3xlyknpl9gb0nuadoa5yxf5u,6,0,a48,5,6.0,0.0,24.287,1,1
3xlyknpl9gb0nuadoa5yxf5u,7,0,a49,6,2.0,0.0,7.922,1,1
3xlyknpl9gb0nuadoa5yxf5u,8,0,a53,0,0.0,1.0,8.57,1,1
3xlyknpl9gb0nuadoa5yxf5u,9,0,a55,1,1.0,1.0,16.482,1,1
3z313k9zkv5l8l0tvaulhw9t,1,0,a11,4,,,,1,1
3z313k9zkv5l8l0tvaulhw9t,2,0,a24,4,5.0,0.0,3.938,1,1
3z313k9zkv5l8l0tvaulhw9t,3,0,a28,7,5.0,0.0,1.745,1,1
3z313k9zkv5l8l0tvaulhw9t,4,0,a36,1,1.0,1.0,3.935,1,1
3z313k9zkv5l8l0tvaulhw9t,5,0,a43,4,3.0,0.0,2.267,1,1
3z313k9zkv5l8l0tvaulhw9t,6,0,a48,5,4.0,0.0,7.33,1,1
3z313k9zkv5l8l0tvaulhw9t,7,0,a49,6,2.0,0.0,2.447,1,1
3z313k9zkv5l8l0tvaulhw9t,8,0,a53,0,3.0,0.0,1.635,1,1
3z313k9zkv5l8l0tvaulhw9t,9,0,a55,1,0.0,0.0,4.01,1,1
3ziqmxy057hwbqabl8a7s7vx,1,0,a11,4,4.0,1.0,8.98,1,1
3ziqmxy057hwbqabl8a7s7vx,2,0,a24,4,4.0,1.0,21.967,1,1
3ziqmxy057hwbqabl8a7s7vx,3,0,a28,7,7.0,1.0,13.362,1,1
3ziqmxy057hwbqabl8a7s7vx,4,0,a36,1,3.0,0.0,27.965,1,1
3ziqmxy057hwbqabl8a7s7vx,5,0,a43,4,4.0,1.0,16.816,1,1
3ziqmxy057hwbqabl8a7s7vx,6,0,a48,5,6.0,0.0,15.937,1,1
3ziqmxy057hwbqabl8a7s7vx,7,0,a49,6,6.0,1.0,7.773,1,1
3ziqmxy057hwbqabl8a7s7vx,8,0,a53,0,,,,1,1
3ziqmxy057hwbqabl8a7s7vx,9,0,a55,1,3.0,0.0,28.163,1,1
3zxzh1l2mt8r1m2qmgej0gs9,1,0,a11,4,4.0,1.0,18.611,1,1
3zxzh1l2mt8r1m2qmgej0gs9,2,0,a24,4,4.0,1.0,16.249,1,1
3zxzh1l2mt8r1m2qmgej0gs9,3,0,a28,7,7.0,1.0,17.146,1,1
3zxzh1l2mt8r1m2qmgej0gs9,4,0,a36,1,,,,1,1
3zxzh1l2mt8r1m2qmgej0gs9,5,0,a43,4,4.0,1.0,21.485,1,1
3zxzh1l2mt8r1m2qmgej0gs9,6,0,a48,5,7.0,0.0,24.891,1,1
3zxzh1l2mt8r1m2qmgej0gs9,7,0,a49,6,6.0,1.0,8.749,1,1
3zxzh1l2mt8r1m2qmgej0gs9,8,0,a53,0,0.0,1.0,19.078,1,1
3zxzh1l2mt8r1m2qmgej0gs9,9,0,a55,1,2.0,0.0,29.556,1,1
41ajss1627t281ibnqit1qsw,1,0,a11,4,0.0,0.0,21.066,1,1
41ajss1627t281ibnqit1qsw,2,0,a24,4,4.0,1.0,11.751,1,1
41ajss1627t281ibnqit1qsw,3,0,a28,7,7.0,1.0,7.448,1,1
41ajss1627t281ibnqit1qsw,4,0,a36,1,3.0,0.0,21.738,1,1
41ajss1627t281ibnqit1qsw,5,0,a43,4,4.0,1.0,12.291,1,1
41ajss1627t281ibnqit1qsw,6,0,a48,5,4.0,0.0,13.164,1,1
41ajss1627t281ibnqit1qsw,7,0,a49,6,6.0,1.0,9.062,1,1
41ajss1627t281ibnqit1qsw,8,0,a53,0,6.0,0.0,8.43,1,1
41ajss1627t281ibnqit1qsw,9,0,a55,1,2.0,0.0,10.842,1,1
41wk1pam6jtdlgk7cale7lh8,1,0,a11,4,4.0,1.0,20.989,1,1
41wk1pam6jtdlgk7cale7lh8,2,0,a24,4,4.0,1.0,10.267,1,1
41wk1pam6jtdlgk7cale7lh8,3,0,a28,7,7.0,1.0,11.07,1,1
41wk1pam6jtdlgk7cale7lh8,4,0,a36,1,2.0,0.0,23.511,1,1
41wk1pam6jtdlgk7cale7lh8,5,0,a43,4,4.0,1.0,16.961,1,1
41wk1pam6jtdlgk7cale7lh8,6,0,a48,5,3.0,0.0,27.732,1,1
41wk1pam6jtdlgk7cale7lh8,7,0,a49,6,6.0,1.0,11.916,1,1
41wk1pam6jtdlgk7cale7lh8,8,0,a53,0,0.0,1.0,11.67,1,1
41wk1pam6jtdlgk7cale7lh8,9,0,a55,1,,,,1,1
438ohfulofqhhxbnbv10v1lv,1,0,a11,4,5.0,0.0,21.943,1,1
438ohfulofqhhxbnbv10v1lv,2,0,a24,4,4.0,1.0,11.849,1,1
438ohfulofqhhxbnbv10v1lv,3,0,a28,7,2.0,0.0,9.867,1,1
438ohfulofqhhxbnbv10v1lv,4,0,a36,1,3.0,0.0,13.094,1,1
438ohfulofqhhxbnbv10v1lv,5,0,a43,4,5.0,0.0,22.083,1,1
438ohfulofqhhxbnbv10v1lv,6,0,a48,5,2.0,0.0,10.56,1,1
438ohfulofqhhxbnbv10v1lv,7,0,a49,6,0.0,0.0,15.821,1,1
438ohfulofqhhxbnbv10v1lv,8,0,a53,0,3.0,0.0,20.993,1,1
438ohfulofqhhxbnbv10v1lv,9,0,a55,1,6.0,0.0,14.294,1,1
4860s149fvexikc9f5ukhza6,1,0,a11,4,4.0,1.0,17.898,1,1
4860s149fvexikc9f5ukhza6,2,0,a24,4,1.0,0.0,22.964,1,1
4860s149fvexikc9f5ukhza6,3,0,a28,7,7.0,1.0,7.807,1,1
4860s149fvexikc9f5ukhza6,4,0,a36,1,,,,1,1
4860s149fvexikc9f5ukhza6,5,0,a43,4,0.0,0.0,9.373,1,1
4860s149fvexikc9f5ukhza6,6,0,a48,5,1.0,0.0,9.433,1,1
4860s149fvexikc9f5ukhza6,7,0,a49,6,6.0,1.0,8.532,1,1
4860s149fvexikc9f5ukhza6,8,0,a53,0,6.0,0.0,12.444,1,1
4860s149fvexikc9f5ukhza6,9,0,a55,1,6.0,0.0,6.427,1,1
4aar93sek9rg8u03m3jgjxei,1,0,a11,4,4.0,1.0,19.52,1,1
4aar93sek9rg8u03m3jgjxei,2,0,a24,4,4.0,1.0,7.664,1,1
4aar93sek9rg8u03m3jgjxei,3,0,a28,7,7.0,1.0,21.903,1,1
4aar93sek9rg8u03m3jgjxei,4,0,a36,1,2.0,0.0,25.471,1,1
4aar93sek9rg8u03m3jgjxei,5,0,a43,4,4.0,1.0,15.94,1,1
4aar93sek9rg8u03m3jgjxei,6,0,a48,5,,,,1,1
4aar93sek9rg8u03m3jgjxei,7,0,a49,6,6.0,1.0,7.362,1,1
4aar93sek9rg8u03m3jgjxei,8,0,a53,0,0.0,1.0,9.518,1,1
4aar93sek9rg8u03m3jgjxei,9,0,a55,1,6.0,0.0,28.902,1,1
4alka6co6e15hjikm87bbjkz,1,0,a11,4,5.0,0.0,8.432,1,1
4alka6co6e15hjikm87bbjkz,2,0,a24,4,3.0,0.0,11.987,1,1
4alka6co6e15hjikm87bbjkz,3,0,a28,7,6.0,0.0,12.585,1,1
4alka6co6e15hjikm87bbjkz,4,0,a36,1,2.0,0.0,2.492,1,1
4alka6co6e15hjikm87bbjkz,5,0,a43,4,1.0,0.0,0.884,1,1
4alka6co6e15hjikm87bbjkz,6,0,a48,5,3.0,0.0,1.374,1,1
4alka6co6e15hjikm87bbjkz,7,0,a49,6,5.0,0.0,1.692,1,1
4alka6co6e15hjikm87bbjkz,8,0,a53,0,3.0,0.0,1.482,1,1
4alka6co6e15hjikm87bbjkz,9,0,a55,1,1.0,1.0,2.027,1,1
4aux5txdh7un1ahtd274idwj,1,0,a11,4,4.0,1.0,12.162,1,1
4aux5txdh7un1ahtd274idwj,2,0,a24,4,4.0,1.0,18.874,1,1
4aux5txdh7un1ahtd274idwj,3,0,a28,7,7.0,1.0,15.985,1,1
4aux5txdh7un1ahtd274idwj,4,0,a36,1,1.0,1.0,22.384,1,1
4aux5txdh7un1ahtd274idwj,5,0,a43,4,4.0,1.0,17.395,1,1
4aux5txdh7un1ahtd274idwj,6,0,a48,5,7.0,0.0,26.026,1,1
4aux5txdh7un1ahtd274idwj,7,0,a49,6,6.0,1.0,13.43,1,1
4aux5txdh7un1ahtd274idwj,8,0,a53,0,6.0,0.0,23.424,1,1
4aux5txdh7un1ahtd274idwj,9,0,a55,1,6.0,0.0,25.842,1,1
4cxyj4dfixaii8ddxcr9c57l,1,0,a11,4,5.0,0.0,13.452,1,1
4cxyj4dfixaii8ddxcr9c57l,2,0,a24,4,3.0,0.0,12.58,1,1
4cxyj4dfixaii8ddxcr9c57l,3,0,a28,7,1.0,0.0,14.031,1,1
4cxyj4dfixaii8ddxcr9c57l,4,0,a36,1,1.0,1.0,16.447,1,1
4cxyj4dfixaii8ddxcr9c57l,5,0,a43,4,3.0,0.0,10.167,1,1
4cxyj4dfixaii8ddxcr9c57l,6,0,a48,5,0.0,0.0,16.269,1,1
4cxyj4dfixaii8ddxcr9c57l,7,0,a49,6,6.0,1.0,10.98,1,1
4cxyj4dfixaii8ddxcr9c57l,8,0,a53,0,0.0,1.0,14.203,1,1
4cxyj4dfixaii8ddxcr9c57l,9,0,a55,1,0.0,0.0,11.517,1,1
4dk0dacpzdaexmx76ot1pusf,1,0,a11,4,4.0,1.0,6.086,1,1
4dk0dacpzdaexmx76ot1pusf,2,0,a24,4,5.0,0.0,24.681,1,1
4dk0dacpzdaexmx76ot1pusf,3,0,a28,7,2.0,0.0,12.34,1,1
4dk0dacpzdaexmx76ot1pusf,4,0,a36,1,3.0,0.0,15.646,1,1
4dk0dacpzdaexmx76ot1pusf,5,0,a43,4,1.0,0.0,28.616,1,1
4dk0dacpzdaexmx76ot1pusf,6,0,a48,5,1.0,0.0,17.646,1,1
4dk0dacpzdaexmx76ot1pusf,7,0,a49,6,6.0,1.0,15.191,1,1
4dk0dacpzdaexmx76ot1pusf,8,0,a53,0,6.0,0.0,28.086,1,1
4dk0dacpzdaexmx76ot1pusf,9,0,a55,1,0.0,0.0,13.534,1,1
4dsinf5it1vmhp2qvqf6hmqv,1,0,a11,4,0.0,0.0,7.625,1,1
4dsinf5it1vmhp2qvqf6hmqv,2,0,a24,4,5.0,0.0,15.54,1,1
4dsinf5it1vmhp2qvqf6hmqv,3,0,a28,7,7.0,1.0,10.349,1,1
4dsinf5it1vmhp2qvqf6hmqv,4,0,a36,1,6.0,0.0,29.508,1,1
4dsinf5it1vmhp2qvqf6hmqv,5,0,a43,4,4.0,1.0,12.359,1,1
4dsinf5it1vmhp2qvqf6hmqv,6,0,a48,5,2.0,0.0,23.475,1,1
4dsinf5it1vmhp2qvqf6hmqv,7,0,a49,6,6.0,1.0,12.244,1,1
4dsinf5it1vmhp2qvqf6hmqv,8,0,a53,0,0.0,1.0,8.105,1,1
4dsinf5it1vmhp2qvqf6hmqv,9,0,a55,1,6.0,0.0,26.166,1,1
4hlkg7e0t6hn3w6ipvysjz5m,1,0,a11,4,4.0,1.0,19.721,1,1
4hlkg7e0t6hn3w6ipvysjz5m,2,0,a24,4,5.0,0.0,12.171,1,1
4hlkg7e0t6hn3w6ipvysjz5m,3,0,a28,7,7.0,1.0,22.865,1,1
4hlkg7e0t6hn3w6ipvysjz5m,4,0,a36,1,2.0,0.0,17.266,1,1
4hlkg7e0t6hn3w6ipvysjz5m,5,0,a43,4,7.0,0.0,19.339,1,1
4hlkg7e0t6hn3w6ipvysjz5m,6,0,a48,5,0.0,0.0,17.506,1,1
4hlkg7e0t6hn3w6ipvysjz5m,7,0,a49,6,6.0,1.0,10.498,1,1
4hlkg7e0t6hn3w6ipvysjz5m,8,0,a53,0,6.0,0.0,12.714,1,1
4hlkg7e0t6hn3w6ipvysjz5m,9,0,a55,1,4.0,0.0,13.026,1,1
4ksp68f45oxl9g3grsns8pyz,1,0,a11,4,3.0,0.0,5.566,1,1
4ksp68f45oxl9g3grsns8pyz,2,0,a24,4,5.0,0.0,6.394,1,1
4ksp68f45oxl9g3grsns8pyz,3,0,a28,7,7.0,1.0,11.032,1,1
4ksp68f45oxl9g3grsns8pyz,4,0,a36,1,0.0,0.0,2.694,1,1
4ksp68f45oxl9g3grsns8pyz,5,0,a43,4,5.0,0.0,1.795,1,1
4ksp68f45oxl9g3grsns8pyz,6,0,a48,5,3.0,0.0,7.132,1,1
4ksp68f45oxl9g3grsns8pyz,7,0,a49,6,7.0,0.0,9.733,1,1
4ksp68f45oxl9g3grsns8pyz,8,0,a53,0,4.0,0.0,1.349,1,1
4ksp68f45oxl9g3grsns8pyz,9,0,a55,1,7.0,0.0,6.096,1,1
4n1m9d3petpxgtdj0lrvxqey,1,0,a11,4,4.0,1.0,7.893,1,1
4n1m9d3petpxgtdj0lrvxqey,2,0,a24,4,4.0,1.0,12.776,1,1
4n1m9d3petpxgtdj0lrvxqey,3,0,a28,7,7.0,1.0,6.407,1,1
4n1m9d3petpxgtdj0lrvxqey,4,0,a36,1,1.0,1.0,12.323,1,1
4n1m9d3petpxgtdj0lrvxqey,5,0,a43,4,4.0,1.0,11.715,1,1
4n1m9d3petpxgtdj0lrvxqey,6,0,a48,5,6.0,0.0,7.117,1,1
4n1m9d3petpxgtdj0lrvxqey,7,0,a49,6,6.0,1.0,5.864,1,1
4n1m9d3petpxgtdj0lrvxqey,8,0,a53,0,0.0,1.0,4.465,1,1
4n1m9d3petpxgtdj0lrvxqey,9,0,a55,1,7.0,0.0,19.871,1,1
4qbktuwkhw43sei43s7jpjje,1,0,a11,4,4.0,1.0,9.333,1,1
4qbktuwkhw43sei43s7jpjje,2,0,a24,4,4.0,1.0,10.437,1,1
4qbktuwkhw43sei43s7jpjje,3,0,a28,7,7.0,1.0,11.838,1,1
4qbktuwkhw43sei43s7jpjje,4,0,a36,1,7.0,0.0,12.349,1,1
4qbktuwkhw43sei43s7jpjje,5,0,a43,4,4.0,1.0,13.155,1,1
4qbktuwkhw43sei43s7jpjje,6,0,a48,5,5.0,1.0,9.987,1,1
4qbktuwkhw43sei43s7jpjje,7,0,a49,6,6.0,1.0,11.838,1,1
4qbktuwkhw43sei43s7jpjje,8,0,a53,0,0.0,1.0,17.158,1,1
4qbktuwkhw43sei43s7jpjje,9,0,a55,1,1.0,1.0,17.389,1,1
4qnv72s78t4iu8l5im81law0,1,0,a11,4,5.0,0.0,17.415,1,1
4qnv72s78t4iu8l5im81law0,2,0,a24,4,4.0,1.0,10.209,1,1
4qnv72s78t4iu8l5im81law0,3,0,a28,7,7.0,1.0,13.383,1,1
4qnv72s78t4iu8l5im81law0,4,0,a36,1,1.0,1.0,29.859,1,1
4qnv72s78t4iu8l5im81law0,5,0,a43,4,4.0,1.0,15.268,1,1
4qnv72s78t4iu8l5im81law0,6,0,a48,5,7.0,0.0,23.23,1,1
4qnv72s78t4iu8l5im81law0,7,0,a49,6,6.0,1.0,9.609,1,1
4qnv72s78t4iu8l5im81law0,8,0,a53,0,0.0,1.0,18.514,1,1
4qnv72s78t4iu8l5im81law0,9,0,a55,1,1.0,1.0,20.734,1,1
53kzdflbudey66baph2a4p9n,1,0,a11,4,4.0,1.0,14.921,1,1
53kzdflbudey66baph2a4p9n,2,0,a24,4,4.0,1.0,18.774,1,1
53kzdflbudey66baph2a4p9n,3,0,a28,7,7.0,1.0,15.318,1,1
53kzdflbudey66baph2a4p9n,4,0,a36,1,1.0,1.0,28.935,1,1
53kzdflbudey66baph2a4p9n,5,0,a43,4,4.0,1.0,19.744,1,1
53kzdflbudey66baph2a4p9n,6,0,a48,5,3.0,0.0,28.591,1,1
53kzdflbudey66baph2a4p9n,7,0,a49,6,6.0,1.0,10.459,1,1
53kzdflbudey66baph2a4p9n,8,0,a53,0,0.0,1.0,25.817,1,1
53kzdflbudey66baph2a4p9n,9,0,a55,1,5.0,0.0,24.141,1,1
