seed,param,trial,latent,predicted,stdev
77,theta,1,0.171419,-0.016013,0.40743
77,theta,2,-0.600687,-0.348734,0.350686
77,theta,3,0.998201,0.799872,0.411947
77,theta,4,0.723338,0.070591,0.356251
77,theta,5,1.453141,1.931095,0.518932
77,theta,6,2.682418,2.776495,0.583122
77,theta,7,-0.541723,-0.374161,0.375097
77,theta,8,-0.303393,-0.556481,0.420548
77,theta,9,0.627012,1.04434,0.46376
77,theta,10,-0.871331,-1.262455,0.444071
77,theta,11,0.350503,0.453514,0.393331
77,theta,12,0.43219,0.195148,0.446392
77,theta,13,-0.117115,0.20522,0.446102
77,theta,14,2.729809,2.59619,0.582223
77,theta,15,0.57721,0.421587,0.348528
77,theta,16,-0.154813,0.178821,0.388158
77,theta,17,-1.778619,-1.118285,0.448175
77,theta,18,-1.100864,-0.604097,0.36926
77,theta,19,-0.582948,-0.427222,0.356304
77,theta,20,-0.643134,-0.588266,0.377559
77,theta,21,-0.398844,-0.653391,0.450631
77,theta,22,-0.959809,-0.688924,0.354097
77,theta,23,-0.674574,-0.834869,0.431056
77,theta,24,-0.510081,0.297766,0.385324
77,theta,25,0.174021,-0.03379,0.357208
77,theta,26,-0.520661,-0.375159,0.420709
77,theta,27,-2.323854,-1.17968,0.456464
77,theta,28,-1.352604,-1.49233,0.464538
77,theta,29,0.028998,0.218038,0.31484
77,theta,30,-0.095607,0.287278,0.395506
77,theta,31,-0.448129,0.045461,0.436943
77,theta,32,-0.545649,0.018435,0.390866
77,theta,33,-0.21262,-0.359016,0.383255
77,theta,34,0.75529,0.621251,0.389419
77,theta,35,-1.993489,-1.51264,0.477531
77,theta,36,0.49964,0.382551,0.428516
77,theta,37,-1.9019,-1.368585,0.451519
77,theta,38,0.410438,0.247119,0.362036
77,theta,39,-0.796695,-0.411539,0.3758
77,theta,40,0.815048,0.556445,0.38163
77,theta,41,-0.80833,-0.682162,0.39957
77,theta,42,-0.260635,-0.466217,0.395991
77,theta,43,0.862306,0.597646,0.432201
77,theta,44,-0.409745,-0.098212,0.349164
77,theta,45,0.765186,0.835034,0.424441
77,theta,46,-0.514228,-0.773019,0.444737
77,theta,47,1.701014,1.39705,0.456507
77,theta,48,1.252905,0.587436,0.432453
77,theta,49,-0.438334,-0.355581,0.346181
77,theta,50,1.729207,1.779825,0.500506
77,theta,51,-1.517903,-0.540627,0.42217
77,theta,52,0.114705,0.430788,0.397988
77,theta,53,0.587086,-0.042189,0.359563
77,theta,54,-1.138429,-0.287902,0.419725
77,theta,55,-0.471822,-0.473071,0.34724
77,theta,56,1.037607,0.345492,0.339779
77,theta,57,0.674505,0.473946,0.37289
77,theta,58,-0.722401,-0.506456,0.397154
77,theta,59,0.32453,0.301005,0.346879
77,theta,60,0.317501,-0.212021,0.452226
77,theta,61,-1.544186,-0.471516,0.403935
77,theta,62,-0.224582,-0.635521,0.391543
77,theta,63,-0.250919,-0.248096,0.382658
77,theta,64,-1.070399,-0.928575,0.426596
77,theta,65,0.874187,1.01649,0.413745
77,theta,66,-1.83852,-1.77825,0.491021
77,theta,67,-0.36138,0.037362,0.398358
77,theta,68,0.215908,0.113064,0.386753
77,theta,69,-1.337546,-1.205885,0.421568
77,theta,70,-1.019749,-0.505442,0.382078
77,theta,71,0.936285,1.04349,0.435665
77,theta,72,-0.213788,0.388494,0.401744
77,theta,73,-0.625769,0.610022,0.446814
77,theta,74,-0.17678,0.018892,0.436221
77,theta,75,1.256974,0.811203,0.429631
77,theta,76,-0.274689,-0.33294,0.369555
77,theta,77,-0.713726,-0.678148,0.422557
77,theta,78,1.087081,0.615017,0.375838
77,theta,79,-0.769272,-1.42837,0.480277
77,theta,80,1.398146,1.40845,0.445829
77,theta,81,-0.113078,0.471186,0.399774
77,theta,82,0.659428,0.488083,0.399607
77,theta,83,-0.099532,-0.172782,0.340993
77,theta,84,0.458653,0.349722,0.433498
77,theta,85,-0.524864,-0.699737,0.374583
77,theta,86,-0.831698,-0.961466,0.433195
77,theta,87,-0.416158,-0.326171,0.388485
77,theta,88,1.496928,0.546339,0.410701
77,theta,89,1.240859,1.701685,0.504542
77,theta,90,0.756064,0.760068,0.406412
77,theta,91,-0.077397,0.133798,0.327162
77,theta,92,-0.068296,-0.014624,0.399532
77,theta,93,1.608431,0.886816,0.420118
77,theta,94,0.532898,0.771502,0.433333
77,theta,95,0.486618,0.176135,0.397453
77,theta,96,-0.616952,-1.804585,0.527426
77,theta,97,-0.222718,0.104466,0.378497
77,theta,98,-2.424439,-1.645055,0.489942
77,theta,99,0.274296,-0.004164,0.396209
77,theta,100,0.264221,0.078629,0.377828
77,theta,101,1.132339,1.464435,0.477718
77,theta,102,-0.102717,0.407628,0.357937
77,theta,103,0.530396,1.39937,0.459594
77,theta,104,-0.766916,-0.456026,0.43482
77,theta,105,0.310276,0.30153,0.433501
77,theta,106,1.891235,1.224185,0.482823
77,theta,107,-0.401876,0.137185,0.353416
77,theta,108,-0.048918,0.009357,0.369433
77,theta,109,-0.107246,0.000413,0.351404
77,theta,110,0.31837,-0.341673,0.388359
77,theta,111,0.359301,0.294342,0.394971
77,theta,112,-0.065868,0.30417,0.483095
77,theta,113,-1.769688,-1.358415,0.462837
77,theta,114,-0.324658,-0.126534,0.32904
77,theta,115,-0.844014,-0.818584,0.41294
77,theta,116,-0.520215,-0.888456,0.44194
77,theta,117,1.091418,0.936062,0.399529
77,theta,118,1.272008,1.409665,0.491425
77,theta,119,-0.773027,-0.027155,0.366811
77,theta,120,1.718779,0.904535,0.41521
77,theta,121,-0.861018,-0.557472,0.418987
77,theta,122,0.008681,-0.10762,0.392655
77,theta,123,1.818167,0.945214,0.387354
77,theta,124,1.562657,1.44865,0.443542
77,theta,125,1.422204,0.363338,0.363642
77,theta,126,-0.774423,-0.346602,0.413397
77,theta,127,-0.256467,0.13806,0.389902
77,theta,128,-0.399242,-0.011812,0.403967
77,theta,129,-0.695446,-1.125995,0.459773
77,theta,130,-2.975361,-2.413025,0.556987
77,theta,131,-1.681151,-0.963886,0.423063
77,theta,132,0.348546,0.570434,0.377595
77,theta,133,0.225333,0.47977,0.446841
77,theta,134,-0.427793,-0.208233,0.398079
77,theta,135,0.130285,0.605646,0.381801
77,theta,136,1.002967,0.665228,0.410665
77,theta,137,1.785685,1.64307,0.516102
77,theta,138,-0.222571,-0.08063,0.384822
77,theta,139,0.956064,0.816486,0.384944
77,theta,140,-0.455501,-1.128645,0.442655
77,theta,141,1.052713,0.550536,0.403253
77,theta,142,-2.39642,-2.166495,0.529487
77,theta,143,0.071407,0.608809,0.362321
77,theta,144,-0.922264,-1.70869,0.486223
77,theta,145,-1.451376,-1.2374,0.418168
77,theta,146,0.44035,0.521119,0.408407
77,theta,147,-1.267753,-1.15039,0.456046
77,theta,148,0.046018,-0.279734,0.384237
77,theta,149,1.281469,1.52198,0.483982
77,theta,150,0.599323,0.244112,0.415225
77,theta,151,0.311397,0.520674,0.431733
77,theta,152,1.248632,1.482905,0.469574
77,theta,153,-0.132649,-0.055235,0.435093
77,theta,154,0.444694,0.739136,0.412593
