seed,param,trial,latent,predicted,stdev
57,theta,1,-0.089522,0.949976,0.510991
57,theta,2,0.16142,1.11944,0.565206
57,theta,3,-1.126827,-1.77311,0.63562
57,theta,4,-2.609624,-2.390275,0.759788
57,theta,5,-0.345796,-0.741416,0.596504
57,theta,6,-0.426574,0.535564,0.553774
57,theta,7,1.017899,1.036765,0.475174
57,theta,8,0.930774,0.733818,0.50244
57,theta,9,-0.083444,0.53808,0.572535
57,theta,10,-0.123856,-0.337156,0.578256
57,theta,11,1.383784,1.886605,0.697865
57,theta,12,0.621042,1.01659,0.521526
57,theta,13,0.7331,0.057428,0.581643
57,theta,14,0.457353,-0.25511,0.558752
57,theta,15,-0.641755,-1.054775,0.644426
57,theta,16,-1.77281,-2.85493,0.750608
57,theta,17,0.798846,1.57264,0.708754
57,theta,18,-0.642914,-0.259877,0.519144
57,theta,19,0.195359,-0.141192,0.505352
57,theta,20,-0.75322,-1.048805,0.581104
57,theta,21,-0.230308,0.162189,0.473465
57,theta,22,-0.728533,-0.796186,0.618268
57,theta,23,-0.728459,-1.599495,0.669109
57,theta,24,-0.201667,0.475144,0.522833
57,theta,25,0.052936,0.186839,0.531461
57,theta,26,1.720101,2.436705,0.686349
57,theta,27,0.118856,0.184708,0.5633
57,theta,28,0.10374,0.373622,0.493968
57,theta,29,-0.064918,0.061263,0.521219
57,theta,30,1.801359,2.49595,0.725573
57,theta,31,-0.409835,-1.194195,0.599432
57,theta,32,1.135498,2.13076,0.675893
57,theta,33,-1.652617,-2.19944,0.685727
57,theta,34,1.19282,1.805795,0.590782
57,theta,35,-0.543366,-0.505234,0.57086
57,theta,36,0.356035,0.183892,0.580185
57,theta,37,-0.029216,0.08372,0.494803
57,theta,38,0.724937,1.17231,0.578339
57,theta,39,2.155223,3.005855,0.753366
57,theta,40,0.771191,1.03845,0.588024
57,theta,41,-0.281359,-0.014943,0.598526
57,theta,42,0.643556,0.245602,0.627376
57,theta,43,-0.279948,-0.016778,0.536901
57,theta,44,1.872851,1.857665,0.644029
57,theta,45,1.093297,0.714886,0.491832
57,theta,46,0.380541,-0.388024,0.540505
57,theta,47,2.502791,2.372955,0.710812
57,theta,48,0.648277,0.956524,0.565639
57,theta,49,0.000351,-0.054808,0.546476
57,theta,50,0.687371,1.364255,0.57465
57,theta,51,2.968579,3.128675,0.771462
57,theta,52,-2.520824,-3.60145,0.792783
57,theta,53,-0.335072,0.975788,0.608985
57,theta,54,-2.509529,-2.111525,0.706895
57,theta,55,0.168591,-0.428892,0.479135
57,theta,56,0.203012,0.840212,0.589511
57,theta,57,-0.732726,-0.598829,0.528803
57,theta,58,-0.364927,-0.112675,0.606216
57,theta,59,0.484418,0.616116,0.5156
57,theta,60,0.044903,0.536606,0.515667
57,theta,61,0.520309,-0.416665,0.512965
57,theta,62,-0.496955,-1.098585,0.570752
57,theta,63,0.088076,-0.485515,0.556047
57,theta,64,-0.923307,-1.082,0.591848
57,theta,65,0.728164,0.850228,0.531466
57,theta,66,0.439641,0.65649,0.530751
57,theta,67,-0.030695,-0.319634,0.535297
57,theta,68,-0.099864,-0.158384,0.477828
57,theta,69,-0.131444,0.073565,0.582924
57,theta,70,-0.31479,0.207963,0.538806
57,theta,71,-0.868699,-1.123465,0.569142
57,theta,72,1.935077,1.463525,0.632969
57,theta,73,0.965681,1.15635,0.67382
57,theta,74,2.546474,1.90099,0.644138
57,theta,75,0.082181,0.379956,0.587397
57,theta,76,-0.098609,-0.235054,0.535549
57,theta,77,-1.181781,-1.289525,0.588719
57,theta,78,0.641087,0.751408,0.615375
57,theta,79,0.017242,-0.270258,0.526019
57,theta,80,0.5378,0.538117,0.571303
57,theta,81,-0.491917,-0.590728,0.529571
57,theta,82,0.506732,1.258015,0.563078
57,theta,83,-0.271333,0.02949,0.508509
57,theta,84,0.068801,0.052023,0.538694
57,theta,85,-1.20987,-1.6643,0.620444
57,theta,86,-1.714979,-1.977475,0.662804
57,theta,87,-1.616666,-2.17574,0.691919
57,theta,88,-1.771562,-1.384925,0.622699
57,theta,89,-0.720568,-0.812621,0.570178
57,theta,90,-1.789105,-1.902425,0.720645
57,theta,91,-0.32684,-0.287806,0.506647
57,theta,92,0.292916,1.061245,0.630401
57,theta,93,0.208652,-0.160921,0.526856
57,theta,94,2.168889,1.903215,0.668829
57,theta,95,1.790681,1.799715,0.695855
57,theta,96,1.285746,0.814804,0.545622
57,theta,97,-1.903015,-2.003495,0.66895
57,theta,98,0.320713,0.951232,0.573422
57,theta,99,-0.461655,-0.627507,0.541209
57,theta,100,1.514444,1.21714,0.594093
57,theta,101,-0.923598,-1.440705,0.636549
57,theta,102,0.091158,0.249244,0.583354
57,theta,103,-1.040279,-1.516045,0.618881
57,theta,104,1.53963,2.862975,0.729616
57,theta,105,-0.234649,0.234778,0.590527
57,theta,106,-2.066979,-1.696115,0.622095
57,theta,107,-1.012727,-1.01735,0.571426
57,theta,108,0.406691,0.678565,0.485642
57,theta,109,0.672247,0.512221,0.5375
57,theta,110,0.196813,0.518068,0.574647
57,theta,111,-0.920935,-0.444194,0.55552
57,theta,112,-0.906372,0.453432,0.503239
57,theta,113,0.62082,2.177475,0.655974
57,theta,114,-2.149007,-2.126815,0.6747
57,theta,115,1.172568,1.2728,0.559986
57,theta,116,0.019271,-0.537432,0.536321
57,theta,117,1.812329,3.06023,0.747926
57,theta,118,1.976947,1.06483,0.574766
57,theta,119,-0.315787,-1.186585,0.684198
57,theta,120,0.275977,-0.547116,0.615584
57,theta,121,1.946762,3.00448,0.740855
57,theta,122,-1.488277,-0.954476,0.55833
57,theta,123,-0.08709,-1.09441,0.592096
57,theta,124,-0.460823,0.369328,0.568747
57,theta,125,-1.412578,-1.947145,0.678566
57,theta,126,-0.316835,-0.259049,0.520364
57,theta,127,-0.132366,0.719004,0.536284
57,theta,128,-0.051068,-0.092812,0.540064
57,theta,129,-1.312081,-1.309025,0.643603
57,theta,130,1.462149,2.89937,0.740771
57,theta,131,0.27785,0.351286,0.519041
57,theta,132,-1.456381,-2.41187,0.72189
57,theta,133,0.810172,1.611775,0.597407
57,theta,134,0.044632,-0.661063,0.554433
57,theta,135,-0.983605,-0.764612,0.573846
57,theta,136,0.014466,-0.122642,0.550547
57,theta,137,1.057263,1.654275,0.681877
57,theta,138,0.643481,0.857664,0.575022
57,theta,139,0.479105,0.789888,0.544447
57,theta,140,-1.199901,-1.477185,0.6136
57,theta,141,-0.352494,0.231839,0.539481
57,theta,142,0.007272,-1.07464,0.558538
57,theta,143,-0.944334,-1.309085,0.627792
57,theta,144,0.247366,-0.13809,0.565968
57,theta,145,-0.823359,-0.374278,0.610602
57,theta,146,-0.144843,-0.004752,0.54595
57,theta,147,0.496234,0.776052,0.604704
57,theta,148,0.740082,0.660674,0.568191
57,theta,149,-2.505897,-3.230375,0.76733
57,theta,150,-1.850952,-1.748285,0.696982
57,theta,151,0.479826,0.667901,0.511988
57,theta,152,-0.453284,-1.33807,0.644022
57,theta,153,-0.432394,-0.259684,0.566253
57,theta,154,1.346713,1.87649,0.646119
57,theta,155,1.49976,1.025425,0.529117
57,theta,156,-0.084942,0.47063,0.529242
57,theta,157,0.409489,-0.272256,0.471143
57,theta,158,-1.118235,-2.21433,0.730292
57,theta,159,-1.299734,-0.910294,0.567391
57,theta,160,1.254402,0.869319,0.566756
57,theta,161,-0.752884,-0.875774,0.576229
57,theta,162,0.021533,0.34409,0.52061
57,theta,163,0.459199,0.755556,0.549065
57,theta,164,-1.287671,-0.730726,0.603884
