name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
lp__	-15600.0	0.992	45.0	-15700.0	-15600.0	-15500.0	2060.0	0.93	1.0
theta_mu[1]	-0.694	0.001	0.0865	-0.841	-0.69	-0.561	7474.0	3.38	1.0
theta_mu[2]	0.266	0.000671	0.0575	0.174	0.265	0.364	7349.0	3.33	1.0
theta_mu[3]	1.32	0.0035	0.244	1.01	1.28	1.76	4832.0	2.19	1.0
theta_mu[4]	0.959	0.00172	0.134	0.762	0.947	1.19	6047.0	2.74	1.0
theta_pr[1]	-0.412	0.00468	0.656	-1.51	-0.404	0.646	19667.0	8.9	1.0
theta_pr[2]	0.477	0.00469	0.662	-0.65	0.491	1.55	19969.0	9.04	1.0
theta_pr[3]	0.942	0.00445	0.689	-0.223	0.951	2.05	23925.0	10.8	1.0
theta_pr[4]	0.436	0.00469	0.638	-0.65	0.456	1.44	18506.0	8.37	1.0
theta_pr[5]	1.0	0.00456	0.659	-0.114	1.01	2.05	20893.0	9.45	1.0
theta_pr[6]	0.808	0.00449	0.692	-0.348	0.81	1.94	23707.0	10.7	1.0
theta_pr[7]	0.124	0.00447	0.657	-0.969	0.123	1.2	21601.0	9.78	1.0
theta_pr[8]	-0.716	0.00417	0.634	-1.76	-0.709	0.317	23112.0	10.5	1.0
theta_pr[9]	0.0248	0.00436	0.632	-1.04	0.034	1.06	21021.0	9.51	1.0
theta_pr[10]	-0.151	0.00557	0.779	-1.49	-0.115	1.05	19572.0	8.86	1.0
theta_pr[11]	1.38	0.0048	0.722	0.218	1.37	2.58	22667.0	10.3	1.0
theta_pr[12]	-0.314	0.00401	0.609	-1.32	-0.304	0.676	23032.0	10.4	1.0
theta_pr[13]	-0.166	0.00534	0.744	-1.42	-0.141	1.02	19436.0	8.8	1.0
theta_pr[14]	-0.0857	0.00493	0.686	-1.25	-0.0676	0.999	19330.0	8.75	1.0
theta_pr[15]	0.394	0.00453	0.672	-0.708	0.395	1.52	22023.0	9.97	1.0
theta_pr[16]	0.118	0.00557	0.772	-1.21	0.145	1.33	19205.0	8.69	1.0
theta_pr[17]	-0.503	0.00418	0.593	-1.49	-0.491	0.467	20116.0	9.1	1.0
theta_pr[18]	-1.02	0.00525	0.719	-2.26	-0.997	0.123	18735.0	8.48	1.0
theta_pr[19]	-0.245	0.00413	0.604	-1.24	-0.24	0.736	21365.0	9.67	1.0
theta_pr[20]	-0.523	0.00538	0.734	-1.77	-0.496	0.614	18652.0	8.44	1.0
theta_pr[21]	0.468	0.00457	0.666	-0.621	0.473	1.56	21234.0	9.61	1.0
theta_pr[22]	-0.581	0.00394	0.598	-1.58	-0.576	0.393	23008.0	10.4	1.0
theta_pr[23]	1.7	0.00499	0.718	0.526	1.7	2.88	20672.0	9.35	1.0
theta_pr[24]	-0.692	0.00457	0.647	-1.76	-0.687	0.351	20030.0	9.06	1.0
